N°de serie,Proyecto,Cliente,LDP,Fecha de fin estimada,Fecha de entrega estimada,Reprogramaciones de entrega estimada,Causas de reprogramación entrega estimada,Estado,Próximo estadío,Fecha estadío más próximo,Última fecha de entrega acordada con cliente,Registro de fechas de entrega acordada con cliente reprogramadas,Causas reprogramación entrega Cliente,Fecha de fin de equipo,Fecha de entrega final,Comentarios,Duración Planificada Fabricación,Fecha KOM (Inicio del proyecto),Fecha de entrega segun KOM,Cotizado Met,Cotizado Inox,Cotizado GyP,Cotizado Mont,Cotizado Mont E,Cotizado Total,Reales Met,Reales Inox,Reales GyP,Reales Montaje,Reales Montaje E,Reales Total,Retrasos Met,Retrasos Inox,Retrasos GyP,Retrasos Mont,Retrasos Mont E,Retrasos Total,Complejidad,KPI 1 : Hs Consumidas vs Cotizadas,KPI 2: Retraso vs Programación Inicial (días),Carga de LDPs,KPI 3: Presupuesto consumido,Carga Proyección,Comentarios
QM 3170,31108D BOTELLON ALTA PRESIÓN PD-04 DB2,ENERFLEX,Martín Navarro,25/05/2026,25/05/2026,10/05/2026,Cliente no define,Inoxidable,Pintura,25/03/2026,25/05/2026,46152,Cliente no define,00/01/1900,00/01/1900,0,37,,,,,,,,,,,,,,,,,,,,,3,,-6,0.473309158,0%,0.182287987,
QM 3171,31108A BOTELLON ALTA PRESIÓN PD-01 SB1,ENERFLEX,Martín Navarro,22/06/2026,22/06/2026,15/06/2026,Cliente no define,Ingeniería,Corte y Plegado,08/04/2026,22/06/2026,46188,Cliente no define,00/01/1900,00/01/1900,0,29,,,0,0,0,0,0,,2,6,0,0,0,8,0,0,0,0,0,,3,,-42,0.562854134,0%,0.182287987,
QM 3172,31108A BOTELLON ALTA PRESIÓN PD-01 SB1,ENERFLEX,Martín Navarro,22/06/2026,22/06/2026,15/06/2026,Cliente no define,Ingeniería,Corte y Plegado,08/04/2026,22/06/2026,46188,Cliente no define,00/01/1900,00/01/1900,0,29,,,,,,,,,,,,,,,,,,,,,3,,-42,0.562854134,0%,0.182287987,
QM 3173,31108B BOTELLON ALTA PRESIÓN PD-02 DB1,ENERFLEX,Martín Navarro,22/06/2026,22/06/2026,15/06/2026,Cliente no define,Ingeniería,Corte y Plegado,08/04/2026,22/06/2026,46188,Cliente no define,00/01/1900,00/01/1900,0,29,,,0,0,0,0,0,,56,40,0,0,0,96,0,0,0,0,0,,3,,-42,0.562854134,0%,0.182287987,
QM 3174,31108B BOTELLON ALTA PRESIÓN PD-02 DB1,ENERFLEX,Martín Navarro,22/06/2026,22/06/2026,15/06/2026,Cliente no define,Ingeniería,Corte y Plegado,08/04/2026,22/06/2026,46188,Cliente no define,00/01/1900,00/01/1900,0,29,,,,,,,,,,,,,,,,,,,,,3,,-42,0.562854134,0%,0.182287987,
QM 3175,31108C BOTELLON ALTA PRESIÓN PD-03 SB2,ENERFLEX,Martín Navarro,22/06/2026,22/06/2026,15/06/2026,Cliente no define,Ingeniería,Corte y Plegado,08/04/2026,22/06/2026,46188,Cliente no define,00/01/1900,00/01/1900,0,29,,,0,0,0,0,0,,9,0,0,0,0,9,0,0,0,0,0,,3,,-42,0.562854134,0%,0.182287987,
QM 3176,31108C BOTELLON ALTA PRESIÓN PD-03 SB2,ENERFLEX,Martín Navarro,22/06/2026,22/06/2026,15/06/2026,Cliente no define,Ingeniería,Corte y Plegado,08/04/2026,22/06/2026,46188,Cliente no define,00/01/1900,00/01/1900,0,29,,,,,,,,,,,,,,,,,,,,,3,,-42,0.562854134,0%,0.182287987,
QM 3177,31108D BOTELLON ALTA PRESIÓN PD-04 DB2,ENERFLEX,Martín Navarro,22/06/2026,22/06/2026,15/06/2026,Cliente no define,Ingeniería,Corte y Plegado,08/04/2026,22/06/2026,46188,Cliente no define,00/01/1900,00/01/1900,0,29,,,0,0,0,0,0,,83,79,0,0,0,162,0,0,0,0,0,,3,,-42,0.562854134,0%,0.182287987,
QM 3178,31108D BOTELLON ALTA PRESIÓN PD-04 DB2,ENERFLEX,Martín Navarro,22/06/2026,22/06/2026,15/06/2026,Cliente no define,Ingeniería,Corte y Plegado,08/04/2026,22/06/2026,46188,Cliente no define,00/01/1900,00/01/1900,0,29,,,,,,,,,,,,,,,,,,,,,3,,-42,0.562854134,0%,0.182287987,
QM 3179,31108A BOTELLON ALTA PRESIÓN PD-01 SB1,ENERFLEX,Martín Navarro,27/07/2026,27/07/2026,23/06/2026,Cliente no define,Ingeniería,Corte y Plegado,22/04/2026,27/07/2026,46196,Cliente no define,00/01/1900,00/01/1900,0,65,,,,,,,,,,,,,,,,,,,,,3,,-50,0.562854134,0%,0.182287987,
QM 3180,31108A BOTELLON ALTA PRESIÓN PD-01 SB1,ENERFLEX,Martín Navarro,27/07/2026,27/07/2026,23/06/2026,Cliente no define,Ingeniería,Corte y Plegado,22/04/2026,27/07/2026,46196,Cliente no define,00/01/1900,00/01/1900,0,65,,,,,,,,,,,,,,,,,,,,,3,,-50,0.562854134,0%,0.182287987,
QM 3181,31108A BOTELLON ALTA PRESIÓN PD-01 SB1,ENERFLEX,Martín Navarro,27/07/2026,27/07/2026,23/06/2026,Cliente no define,Ingeniería,Corte y Plegado,22/04/2026,27/07/2026,46196,Cliente no define,00/01/1900,00/01/1900,0,65,,,,,,,,,,,,,,,,,,,,,3,,-50,0.562854134,0%,0.182287987,
QM 3182,31108A BOTELLON ALTA PRESIÓN PD-01 SB1,ENERFLEX,Martín Navarro,27/07/2026,27/07/2026,23/06/2026,Cliente no define,Ingeniería,Corte y Plegado,22/04/2026,27/07/2026,46196,Cliente no define,00/01/1900,00/01/1900,0,65,,,,,,,,,,,,,,,,,,,,,3,,-50,0.562854134,0%,0.182287987,
QM 3183,31108B BOTELLON ALTA PRESIÓN PD-02 DB1,ENERFLEX,Martín Navarro,27/07/2026,27/07/2026,23/06/2026,Cliente no define,Ingeniería,Corte y Plegado,22/04/2026,27/07/2026,46196,Cliente no define,00/01/1900,00/01/1900,0,65,,,0,0,0,0,0,,69,36,0,0,0,105,0,0,0,0,0,,3,,-50,0.562854134,0%,0.182287987,
QM 3184,31108B BOTELLON ALTA PRESIÓN PD-02 DB1,ENERFLEX,Martín Navarro,27/07/2026,27/07/2026,23/06/2026,Cliente no define,Ingeniería,Corte y Plegado,22/04/2026,27/07/2026,46196,Cliente no define,00/01/1900,00/01/1900,0,65,,,,,,,,,,,,,,,,,,,,,3,,-50,0.562854134,0%,0.182287987,
QM 3185,31108B BOTELLON ALTA PRESIÓN PD-02 DB1,ENERFLEX,Martín Navarro,27/07/2026,27/07/2026,23/06/2026,Cliente no define,Ingeniería,Corte y Plegado,22/04/2026,27/07/2026,46196,Cliente no define,00/01/1900,00/01/1900,0,65,,,,,,,,,,,,,,,,,,,,,3,,-50,0.562854134,0%,0.182287987,
QM 3186,31108B BOTELLON ALTA PRESIÓN PD-02 DB1,ENERFLEX,Martín Navarro,27/07/2026,27/07/2026,23/06/2026,Cliente no define,Ingeniería,Corte y Plegado,22/04/2026,27/07/2026,46196,Cliente no define,00/01/1900,00/01/1900,0,65,,,,,,,,,,,,,,,,,,,,,3,,-50,0.562854134,0%,0.182287987,
QM 3187,31108C BOTELLON ALTA PRESIÓN PD-03 SB2,ENERFLEX,Martín Navarro,27/07/2026,27/07/2026,23/06/2026,Cliente no define,Ingeniería,Corte y Plegado,22/04/2026,27/07/2026,46196,Cliente no define,00/01/1900,00/01/1900,0,65,,,0,0,0,0,0,,15,0,0,0,0,15,0,0,0,0,0,,3,,-50,0.562854134,0%,0.182287987,
QM 3188,31108C BOTELLON ALTA PRESIÓN PD-03 SB2,ENERFLEX,Martín Navarro,27/07/2026,27/07/2026,23/06/2026,Cliente no define,Ingeniería,Corte y Plegado,22/04/2026,27/07/2026,46196,Cliente no define,00/01/1900,00/01/1900,0,65,,,,,,,,,,,,,,,,,,,,,3,,-50,0.562854134,0%,0.182287987,
QM 3189,31108C BOTELLON ALTA PRESIÓN PD-03 SB2,ENERFLEX,Martín Navarro,27/07/2026,27/07/2026,23/06/2026,Cliente no define,Ingeniería,Corte y Plegado,22/04/2026,27/07/2026,46196,Cliente no define,00/01/1900,00/01/1900,0,65,,,,,,,,,,,,,,,,,,,,,3,,-50,0.562854134,0%,0.182287987,
QM 3190,31108C BOTELLON ALTA PRESIÓN PD-03 SB2,ENERFLEX,Martín Navarro,27/07/2026,27/07/2026,23/06/2026,Cliente no define,Ingeniería,Corte y Plegado,22/04/2026,27/07/2026,46196,Cliente no define,00/01/1900,00/01/1900,0,65,,,,,,,,,,,,,,,,,,,,,3,,-50,0.562854134,0%,0.182287987,
QM 3191,31108D BOTELLON ALTA PRESIÓN PD-04 DB2,ENERFLEX,Martín Navarro,27/07/2026,27/07/2026,23/06/2026,Cliente no define,Ingeniería,Corte y Plegado,22/04/2026,27/07/2026,46196,Cliente no define,00/01/1900,00/01/1900,0,65,,,0,0,0,0,0,,114,49,0,0,0,163,0,0,0,0,0,,3,,-50,0.562854134,0%,0.182287987,
QM 3192,31108D BOTELLON ALTA PRESIÓN PD-04 DB2,ENERFLEX,Martín Navarro,27/07/2026,27/07/2026,23/06/2026,Cliente no define,Ingeniería,Corte y Plegado,22/04/2026,27/07/2026,46196,Cliente no define,00/01/1900,00/01/1900,0,65,,,,,,,,,,,,,,,,,,,,,3,,-50,0.562854134,0%,0.182287987,
QM 3193,31108D BOTELLON ALTA PRESIÓN PD-04 DB2,ENERFLEX,Martín Navarro,27/07/2026,27/07/2026,23/06/2026,Cliente no define,Ingeniería,Corte y Plegado,22/04/2026,27/07/2026,46196,Cliente no define,00/01/1900,00/01/1900,0,65,,,,,,,,,,,,,,,,,,,,,3,,-50,0.562854134,0%,0.182287987,
QM 3194,31108D BOTELLON ALTA PRESIÓN PD-04 DB2,ENERFLEX,Martín Navarro,27/07/2026,27/07/2026,23/06/2026,Cliente no define,Ingeniería,Corte y Plegado,22/04/2026,27/07/2026,46196,Cliente no define,00/01/1900,00/01/1900,0,65,,,,,,,,,,,,,,,,,,,,,3,,-50,0.562854134,0%,0.182287987,
QM 3195,QM-1033B1 - Estación de carga DPM,TENARIS,Agustín Bereilh,30/04/2026,30/04/2026,00/01/1900,0,Ingeniería,Corte y Plegado,,30/04/2026,0,0,00/01/1900,00/01/1900,Es para QM 2999 pero se va a entregar después,0,,,0,0,0,0,0,,32,0,0,0,0,32,0,0,0,0,0,,,,4,0.519860385,0%,0.103972077,
QM 3196,PAQUETE DE TUBOS SECADOR SVT2610,COOMARPES,Facundo Quintana,04/04/2026,17/04/2026,17/04/2026,Cliente no entrega componentes a tiempo,Stand by,Corte y Plegado,04/05/2026,04/04/2026,0,0,00/01/1900,00/01/1900,0,43,,,,,,,,,,,,,,,,,,,,,,,17,0.069314718,0%,0.103972077,
QM 3197,31109A BOTELLON BAJA PRESIÓN PD-01 SB1,ENERFLEX,Martín Navarro,22/06/2026,22/06/2026,00/01/1900,0,Ingeniería,Corte y Plegado,25/05/2026,22/06/2026,0,0,00/01/1900,00/01/1900,0,38,,,,,,,,,,,,,,,,,,,,,3,,-49,1.208473518,0%,0.391380628,
QM 3198,31109B BOTELLON BAJA PRESIÓN PD-02 DB1,ENERFLEX,Martín Navarro,22/06/2026,22/06/2026,00/01/1900,0,Ingeniería,Corte y Plegado,25/05/2026,22/06/2026,0,0,00/01/1900,00/01/1900,0,38,,,,,,,,,,,,,,,,,,,,,3,,-49,1.208473518,0%,0.391380628,
QM 3199,31109C BOTELLON BAJA PRESIÓN PD-03 SB2,ENERFLEX,Martín Navarro,22/06/2026,22/06/2026,00/01/1900,0,Ingeniería,Corte y Plegado,25/05/2026,22/06/2026,0,0,00/01/1900,00/01/1900,0,38,,,,,,,,,,,,,,,,,,,,,3,,-49,1.208473518,0%,0.391380628,
QM 3200,31109D BOTELLON BAJA PRESIÓN PD-04 DB2,ENERFLEX,Martín Navarro,22/06/2026,22/06/2026,00/01/1900,0,Ingeniería,Corte y Plegado,25/05/2026,22/06/2026,0,0,00/01/1900,00/01/1900,0,38,,,,,,,,,,,,,,,,,,,,,3,,-49,1.208473518,0%,0.391380628,
QM 3201,31109A BOTELLON BAJA PRESIÓN PD-01 SB1,ENERFLEX,Martín Navarro,27/07/2026,27/07/2026,00/01/1900,0,Ingeniería,Corte y Plegado,25/05/2026,27/07/2026,0,0,00/01/1900,00/01/1900,0,36,,,,,,,,,,,,,,,,,,,,,3,,-84,1.208473518,0%,0.391380628,
QM 3202,31109B BOTELLON BAJA PRESIÓN PD-02 DB1,ENERFLEX,Martín Navarro,27/07/2026,27/07/2026,00/01/1900,0,Ingeniería,Corte y Plegado,25/05/2026,27/07/2026,0,0,00/01/1900,00/01/1900,0,36,,,,,,,,,,,,,,,,,,,,,3,,-84,1.208473518,0%,0.391380628,
QM 3203,31109C BOTELLON BAJA PRESIÓN PD-03 SB2,ENERFLEX,Martín Navarro,27/07/2026,27/07/2026,00/01/1900,0,Ingeniería,Corte y Plegado,25/05/2026,27/07/2026,0,0,00/01/1900,00/01/1900,0,36,,,,,,,,,,,,,,,,,,,,,3,,-84,1.208473518,0%,0.391380628,
QM 3204,31109D BOTELLON BAJA PRESIÓN PD-04 DB2,ENERFLEX,Martín Navarro,27/07/2026,27/07/2026,00/01/1900,0,Ingeniería,Corte y Plegado,25/05/2026,27/07/2026,0,0,00/01/1900,00/01/1900,0,36,,,,,,,,,,,,,,,,,,,,,3,,-84,1.208473518,0%,0.391380628,
QM 3205,01017T PILETA FRACTURA SEMIRREMOLQUE - CUADRADA 500 BBL,TENARIS,Santiago Lenzi,18/05/2026,18/05/2026,00/01/1900,0,Metalurgia Tigre,Pintura,11/05/2026,18/05/2026,0,0,00/01/1900,00/01/1900,0,32,,,850,0,170,150,30,1200,257,0,0,0,0,257,0,0,0,0,0,,,21.4%,-14,0.356750194,0%,0.097295507,Ing atrasada
QM 3206,01017T PILETA FRACTURA SEMIRREMOLQUE - CUADRADA 500 BBL,TENARIS,Santiago Lenzi,05/06/2026,05/06/2026,00/01/1900,0,Corte y Plegado,Metalurgia Tigre,27/04/2026,12/06/2026,0,0,00/01/1900,00/01/1900,0,39,,,850,0,170,150,30,1200,258,0,0,0,0,258,0,0,0,0,0,,,21.5%,-32,0.243238769,0%,0.097295507,Ing atrasada
QM 3207,01017T PILETA FRACTURA SEMIRREMOLQUE - CUADRADA 500 BBL,TENARIS,Santiago Lenzi,29/06/2026,29/06/2026,00/01/1900,0,Ingeniería,Corte y Plegado,,07/07/2026,0,0,00/01/1900,00/01/1900,0,39,,,850,0,170,150,30,1200,90,0,0,0,0,90,0,0,0,0,0,,,7.5%,-56,0.243238769,0%,0.097295507,Ing atrasada
QM 3208,01017T PILETA FRACTURA SEMIRREMOLQUE - CUADRADA 500 BBL,TENARIS,Santiago Lenzi,17/07/2026,17/07/2026,00/01/1900,0,Ingeniería,Corte y Plegado,,01/08/2026,0,0,00/01/1900,00/01/1900,0,39,,,850,0,170,150,30,1200,91,0,0,0,0,91,0,0,0,0,0,,,7.5%,-74,0.243238769,0%,0.097295507,Ing atrasada
QM 3209,01017T PILETA FRACTURA SEMIRREMOLQUE - CUADRADA 500 BBL,TENARIS,Santiago Lenzi,10/08/2026,10/08/2026,00/01/1900,0,Ingeniería,Corte y Plegado,,26/08/2026,0,0,00/01/1900,00/01/1900,0,39,,,850,0,170,150,30,1200,37,0,0,0,0,37,0,0,0,0,0,,,3.1%,-98,0.243238769,0%,0.097295507,Ing atrasada
QM 3210,01017T PILETA FRACTURA SEMIRREMOLQUE - CUADRADA 500 BBL,TENARIS,Santiago Lenzi,20/09/2026,20/09/2026,00/01/1900,0,Ingeniería,Corte y Plegado,,20/09/2026,0,0,00/01/1900,00/01/1900,0,39,26/03/2026,26/03/2026,850,0,170,150,30,1200,33,0,0,0,0,33,0,0,0,0,0,,,2.7%,-139,0.243238769,0%,0.097295507,Ing atrasada
QM 3212,MANIFOLD Y SOPORTES KIT DGB HASA x5,FINNING,Facundo Quintana,29/04/2026,08/05/2026,29/04/2026,Cliente no entrega componentes a tiempo,Corte y Plegado,Metalurgia,27/04/2026,29/04/2026,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,5,0.311916231,0%,0.103972077,Esperando componentes
QM 3213,UNIDAD DE CONTROL DE FRACTURA,TENARIS,Agustín Bereilh,30/06/2026,30/06/2026,00/01/1900,0,Sin empezar,Corte y Plegado,,30/06/2026,0,0,00/01/1900,00/01/1900,0,0,,,0,0,0,0,0,,0,0,0,0,3,3,0,0,0,0,0,,1,,-57,0.192854189,0%,0.073589099,
QM 3214,UNIDAD DE CONTROL DE FRACTURA,TENARIS,Agustín Bereilh,30/06/2026,30/06/2026,00/01/1900,0,Sin empezar,Corte y Plegado,,30/06/2026,0,0,00/01/1900,00/01/1900,0,0,,,0,0,0,0,0,,0,0,0,0,2,2,0,0,0,0,0,,1,,-57,0.192854189,0%,0.073589099,
QM 3215,UNIDAD DE CONTROL DE FRACTURA,TENARIS,Agustín Bereilh,30/06/2026,30/06/2026,00/01/1900,0,Sin empezar,Corte y Plegado,,30/06/2026,0,0,00/01/1900,00/01/1900,0,0,,,0,0,0,0,0,,0,0,0,0,3,3,0,0,0,0,0,,1,,-57,0.192854189,0%,0.073589099,
QM 3216,UNIDAD DE CONTROL DE FRACTURA,TENARIS,Agustín Bereilh,30/06/2026,30/06/2026,00/01/1900,0,Sin empezar,Corte y Plegado,,30/06/2026,0,0,00/01/1900,00/01/1900,0,0,,,0,0,0,0,0,,0,0,0,0,3,6,0,0,0,0,0,,1,,-57,0.192854189,0%,0.073589099,
QM 3217,UNIDAD DE CONTROL DE FRACTURA,TENARIS,Agustín Bereilh,30/06/2026,30/06/2026,00/01/1900,0,Sin empezar,Corte y Plegado,,30/06/2026,0,0,00/01/1900,00/01/1900,0,0,,,0,0,0,0,0,,0,0,0,0,3,6,0,0,0,0,0,,1,,-57,0.192854189,0%,0.073589099,
QM 3218,QM-07005A - SEMIRREMOLQUE BASE METALICA 2 EJES (1+1),QME,Facundo Fernández,00/01/1900,00/01/1900,00/01/1900,0,Sin empezar,Corte y Plegado,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.069314718,0%,0.034657359,
QM 3219,SKID DI16 + STAMFORD HCI5F,SCANIA,Santiago Lenzi,20/05/2026,20/05/2026,00/01/1900,0,Sin empezar,Corte y Plegado,00/01/1900,20/05/2026,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,-16,0.046209812,0%,0.034657359,
QM 3220,SKID DI16 + STAMFORD HCI5F,SCANIA,Santiago Lenzi,20/05/2026,19/06/2026,00/01/1900,0,Sin empezar,Corte y Plegado,00/01/1900,19/06/2026,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,-46,0.046209812,0%,0.034657359,
QM 3221,SKID DI16 + STAMFORD HCI5F,SCANIA,Santiago Lenzi,20/05/2026,19/06/2026,00/01/1900,0,Sin empezar,Corte y Plegado,00/01/1900,19/06/2026,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,-46,0.046209812,0%,0.034657359,
ODS 1420,ACONDICIONAMIENTO JT 3MM,QME,Agustin Bereilh,29/06/2026,29/06/2026,00/01/1900,0,Ingeniería,Montaje,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,-56,0.311916231,0%,0.103972077,
ODS 1421,SISTEMA CONTRA INCENDIO (10 kits),SPI,Facundo Quintana,00/01/1900,00/01/1900,00/01/1900,0,Sin empezar,Corte y Plegado,00/01/1900,29/05/2026,0,0,00/01/1900,00/01/1900,Son 10 kits. 4 van con los equipos en fabricacion 3149-52 y el resto se instala sobre los equipos anteriores en el shop de nqn,0,,,,,,,,,,,,,,,,,,,,,,,,0.207944154,0%,0.311916231,Volar o no?
ODS 1423,PROTECCIÓN DE BAHIA X 4,QME,0,00/01/1900,00/01/1900,00/01/1900,0,Sin empezar,Sin empezar,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
ODS 1426,MANIFOLD SUCCION FLUID END,SLB,Martín Navarro,00/01/1900,27/05/2026,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,-23,0.138629436,0%,0.051986039,
ODS 1427,MANIFOLD SUCCION FLUID END,SLB,Martín Navarro,00/01/1900,27/05/2026,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,-23,0.138629436,0%,0.051986039,
ODS 1428,MANIFOLD SUCCION FLUID END,SLB,Martín Navarro,00/01/1900,27/05/2026,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,-23,0.138629436,0%,0.051986039,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
0,0,0,0,00/01/1900,00/01/1900,00/01/1900,0,0,0,00/01/1900,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0%,0,
