N°de serie,Proyecto,Cliente,LDP,Fecha de fin estimada,Fecha de entrega estimada,Reprogramaciones de entrega estimada,Causas de reprogramación entrega estimada,Estado,Próximo estadío,Fecha estadío más próximo,Última fecha de entrega acordada con cliente,Registro de fechas de entrega acordada con cliente reprogramadas,Causas reprogramación entrega Cliente,Fecha de fin de equipo,Fecha de entrega final,Comentarios,Duración Planificada Fabricación,Fecha KOM (Inicio del proyecto),Fecha de entrega segun KOM,Cotizado Met,Cotizado Inox,Cotizado GyP,Cotizado Mont,Cotizado Mont E,Cotizado Total,Reales Met,Reales Inox,Reales GyP,Reales Montaje,Reales Montaje E,Reales Total,Retrasos Met,Retrasos Inox,Retrasos GyP,Retrasos Mont,Retrasos Mont E,Retrasos Total,Complejidad,KPI 1 : Hs Consumidas vs Cotizadas,KPI 2: Retraso vs Programación Inicial (días),Carga de LDPs,KPI 3: Presupuesto consumido,Carga Proyección,Comentarios
QM 2844,UNIDAD DE CONTROL DE FRACTURA,TENARIS,Agustín Bereilh,00/01/1900,10/01/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,07/01/2026,En Shop NQN,0,,,,,,,,,,,,,,,,,,,,,1,,362,0,0%,0,
QM 2846,SKID CUADRO DE DESFOGUE 15K,SLB,Agustín Bereilh,00/01/1900,03/01/2025,00/01/1900,0,Entregado,0,,07/10/2024,0,0,16/01/2025,16/01/2025,0,28,,,124,0,9,0,90,223,128,63,188,151,285,815,4,0,0,40,20,64,2,365.4%,13,0,0%,0,
QM 2847,"PLANTA REGULADORA DE PRESIÓN - 6,000 Nm3/h",QME,Martín Navarro,30/05/2026,30/05/2026,13/8/2025; 29/09/2025; 01/12/2025,0,Ingeniería,Corte y Plegado,13/01/2025,30/05/2026,13/8/2025; 29/09/2025; 01/12/2025,0,00/01/1900,00/01/1900,0,0,,,900,0,250,500,0,1650,1021,235,0,0,8,1264,51,0,0,0,8,59,,76.6%,264,0.311916231,0%,0.025993019,
QM 2848,"PLANTA REGULADORA DE PRESIÓN PRP - 2,000 Nm3/h",SQM,Martín Navarro,20/05/2025,20/05/2025,15/03/2025; 01/04/2025; 04/04/2025; 22/04/2025,Ingeniería;Retraso de componentes compras;Fallas en montaje,Entregado,0,,20/05/2025,0,0,18/05/2025,18/05/2025,"Está en proceso de definición, compras, etc. Todavía no llegó formalmente a Odoo",0,,,150,60,250,100,0,560,265,238,50,394,455,1401,0,15,7,166,93,281,,250.2%,64,0,0%,0,
QM 2849,BULK STORAGE TRAILER 1600 CuFt STEADY FLOW,HALLIBURTON,Santiago Lenzi,13/06/2025,04/11/2025,12/3/2025; 31/03/2025; 15/04/2025; 28/04/2025; 07/05/2025; 21/05/2025; 29/05/2025; 13/06/2025; 27/06/2025,Fallas en montaje;Ingeniería ;Ingeniería;Demora coordinación de despacho,Entregado,0,,13/01/2025,0,0,30/06/2025,04/11/2025,Fecha de entrega acordada anterior 28/02,0,,,2010,0,295,400,0,2705,3217,293,316,1515,92,5433,81,20,16,281,4,402,,200.9%,237,0,0%,0,
QM 2850,BULK STORAGE TRAILER 1600 CuFt STEADY FLOW,HALLIBURTON,Santiago Lenzi,13/06/2025,30/09/2025,12/3/2025; 31/03/2025; 15/05/2025; 29/05/2025; 13/06/2025; 27/06/2025,Fallas en montaje;Ingeniería;Ingeniería;Demora coordinación de despacho,Entregado,0,,13/01/2025,0,0,30/06/2025,14/10/2025,Fecha de entrega acordada anterior 28/02,0,,,2010,0,295,400,0,2705,3505,283,330,1191,107,5416,28,6,0,189,14,237,,200.2%,216,0,0%,0,
QM 2851,FRAC PUMP 2500 HP-QSK50-TA8091-QWS 2500 ,CALFRAC,Facundo Fernández,04/04/2025,11/04/2025,24/02/2025; 04/04/2025,0,Entregado,0,,03/02/2025,0,0,11/04/2025,11/04/2025,Reprogramación por retraso de transmisiones en el exterior (problema de puertos),126,,,1120,300,350,600,280,2650,530,229,308,659,219,1945,1,12,14,98,15,140,3,73.4%,46,0,0%,0,
QM 2852,FRAC PUMP 2500 HP-QSK50-TA8091-QWS 2500 ,CALFRAC,Facundo Fernández,04/04/2025,11/04/2025,24/02/2025; 04/04/2025,0,Entregado,0,,03/02/2025,0,0,11/04/2025,11/04/2025,Reprogramación por retraso de transmisiones en el exterior (problema de puertos),126,,,1120,300,350,600,280,2650,630,220,255,635,206,1945,19,10,10,126,11,176,3,73.4%,46,0,0%,0,
QM 2853,FRAC PUMP 2500 HP-QSK50-TA8091-QWS 2500 ,CALFRAC,Facundo Fernández,11/04/2025,25/04/2025,3/3/2025; 11/04/2025,0,Entregado,0,,03/02/2025,0,0,29/04/2025,29/04/2025,Reprogramación por retraso de transmisiones en el exterior (problema de puertos),126,,,1120,300,350,600,280,2650,614,179,222,862,204,2081,5,5,10,164,18,201,3,78.5%,57,0,0%,0,
QM 2854,FRAC PUMP 2500 HP-QSK50-TA8091-QWS 2500 ,CALFRAC,Facundo Fernández,11/04/2025,25/04/2025,3/3/2025; 11/04/2025,0,Entregado,0,,03/03/2025,0,0,02/05/2025,02/05/2025,Reprogramación por retraso de transmisiones en el exterior (problema de puertos),126,,,1120,300,350,600,280,2650,681,165,165,888,230,2128,5,7,12,118,16,157,3,80.3%,60,0,0%,0,
QM 2855,FRAC PUMP 2500 HP-QSK50-TA8091-QWS 2500 ,CALFRAC,Facundo Fernández,02/05/2025,16/05/2025,10/3/2025; 18/04/2025; 02/05/2025,0,Entregado,0,,03/03/2025,0,0,19/05/2025,19/05/2025,Reprogramación por retraso de transmisiones en el exterior (problema de puertos),154,,,1120,300,350,600,280,2650,754,170,197,1035,212,2368,15,7,12,85,24,142,3,89.4%,70,0,0%,0,
QM 2856,FRAC PUMP 2500 HP-QSK50-TA8091-QWS 2500 ,CALFRAC,Facundo Fernández,05/05/2025,16/05/2025,10/3/2025; 18/04/2025; 05/05/2025,0,Entregado,0,,03/03/2025,0,0,23/05/2025,24/05/2025,Reprogramación por retraso de transmisiones en el exterior (problema de puertos),154,,,1120,300,350,600,280,2650,744,157,287,736,199,2123,20,6,10,91,24,151,3,80.1%,75,0,0%,0,
QM 2857-96,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,0,Agustín Bereilh,00/01/1900,20/01/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,17/12/2024,22/01/2025,Entregas parciales,0,,,,,,,,,,,,,,,,,,,,,1,,2,0,0%,0,
QM 2897,FRAC PUMP 2500 HP-QSK50-TA8091-QWS 2500,LATITUD 45,Facundo Fernández,15/05/2025,21/05/2025,28/3/2025; 18/04/2025; 15/05/2025,0,Entregado,0,,00/01/1900,0,0,27/05/2025,27/05/2025,0,133,,,1120,300,300,600,280,2600,650,243,230,694,268,2085,2,39,4,90,48,182,3,80.2%,60,0,0%,0,
QM 2898,FRAC PUMP 2500 HP-QSK50-TA8091-QWS 2500,LATITUD 45,Facundo Fernández,09/06/2025,09/06/2025,28/3/2025; 02/05/2025; 23/05/2025,0,Entregado,0,,00/01/1900,0,0,09/06/2025,27/12/2025,0,133,,,1120,300,300,600,280,2600,689,177,251,636,277,2030,0,10,4,45,49,108,3,78.1%,274,0,0%,0,
QM 2899,FRAC PUMP 2500 HP-QSK50-TA8091-QWS 2500,LATITUD 45 ZMC,Facundo Fernández,26/01/2026,26/01/2026,11/4/2025; 02/05/2025; 30/05/2025; 13/06/2025,Cambia cliente,Entregado,0,,00/01/1900,0,0,13/06/2025,05/02/2026,QM 3143 adaptado para ZMC,147,,,1120,300,300,600,280,2600,677,209,135,631,288,1940,4,10,2,53,32,102,3,74.6%,300,0,0%,0,
QM 2900,FRAC PUMP 2500 HP-QSK50-TA8091-QWS 2500,LATITUD 45,Facundo Fernández,09/07/2025,09/07/2025,11/4/2025; 02/05/2025; 30/05/2025; 27/06/2025,Demora coordinación de despacho,Entregado,0,,00/01/1900,0,0,28/08/2025,06/01/2026,0,147,,,1120,300,300,600,280,2600,703,196,375,703,261,2238,0,13,9,55,17,95,3,86.1%,270,0,0%,0,
QM 2901,CONJUNTO SILENCIADOR SPF743,SLB,0,00/01/1900,04/10/2024,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,31/10/2024,0,0,,,0,0,0,0,0,,0,40,0,0,0,40,0,0,0,0,0,,1,,27,0,0%,0,
QM 2902,CONJUNTO SILENCIADOR SPF743,SLB,0,00/01/1900,04/10/2024,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,31/10/2024,0,0,,,,,,,,,,,,,,,,,,,,,1,,27,0,0%,0,
QM 2903,SKID DI16 + STAMFORD HCI5F,SCANIA,0,00/01/1900,16/09/2024,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,10/09/2024,0,0,,,,,,,,,,,,,,,,,,,,,,,-6,0,0%,0,
QM 2904,SKID DI16 + STAMFORD HCI5F,SCANIA,0,00/01/1900,16/09/2024,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,10/09/2024,0,0,,,,,,,,,,,,,,,,,,,,,,,-6,0,0%,0,
QM 2905,SKID DI16 + STAMFORD HCI5F,SCANIA,0,00/01/1900,16/09/2024,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,10/09/2024,0,0,,,,,,,,,,,,,,,,,,,,,,,-6,0,0%,0,
QM 2906,4-STATION SKID,SPM,0,00/01/1900,29/11/2024,00/01/1900,0,Entregado,0,,00/01/1900,0,0,19/02/2025,19/02/2025,Entrega acordada en base a lo restante. consultar con maxi,0,,,0,0,0,0,0,,84,0,56,283,0,423,45,0,0,169,0,214,,,82,0,0%,0,
QM 2907,4-STATION SKID,SPM,0,00/01/1900,29/11/2024,00/01/1900,0,Entregado,0,,00/01/1900,0,0,19/02/2025,19/02/2025,Entrega acordada en base a lo restante. consultar con maxi,0,,,0,0,0,0,0,,106,0,32,0,0,138,77,0,0,0,0,77,,,82,0,0%,0,
QM 2908,4-STATION SKID,SPM,0,00/01/1900,29/11/2024,00/01/1900,0,Entregado,0,,00/01/1900,0,0,19/02/2025,19/02/2025,Entrega acordada en base a lo restante. consultar con maxi,0,,,0,0,0,0,0,,83,0,31,0,0,114,61,0,0,0,0,61,,,82,0,0%,0,
QM 2909,4-STATION SKID,SPM,0,00/01/1900,29/11/2024,00/01/1900,0,Entregado,0,,00/01/1900,0,0,19/02/2025,19/02/2025,Entrega acordada en base a lo restante. consultar con maxi,0,,,0,0,0,0,0,,93,0,30,0,0,123,56,0,0,0,0,56,,,82,0,0%,0,
QM 2910,FE Lube oil remoto ,SLB,Santiago Lenzi,00/01/1900,06/12/2024,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,13/12/2024,0,0,,,,,,,,,,,,,,,,,,,,,,,7,0,0%,0,
QM 2911,FE Lube oil remoto ,SLB,Santiago Lenzi,00/01/1900,06/12/2024,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,13/12/2024,0,0,,,,,,,,,,,,,,,,,,,,,,,7,0,0%,0,
QM 2912,LARGE BORE 7- 116 - 24+8 BOCAS,CALFRAC,Agustín Bereilh,20/05/2025,20/05/2025,30/4/2025; 07/05/2025,Falta de capacidad;Retraso de componentes comex externo;Falta de capacidad; Retraso de componentes comex externo,Entregado,0,,30/04/2025,0,0,20/05/2025,29/05/2025,"Se realizaron entregas parciales, 20/05 se entrega skid largo, van a quedar para entregar skid cortos que los manda QM por flete",98,,,1890,6,370,500,20,2786,1269,0,326,442,0,2037,78,0,0,23,0,101,2,73.1%,29,0,0%,0,
QM 2913,WET SAND BLENDER #3,SLB,Federico Donatini,00/01/1900,28/01/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,29/01/2025,29/01/2025,0,64,,,150,350,46,150,50,746,110,201,19,158,41,529,0,31,1,11,6,49,5,70.9%,1,0,0%,0,
QM 2914,CONJUNTO SILENCIADOR SPF743,SLB,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,0,0,0,0,0,,5,449,0,0,0,454,0,0,0,0,0,,1,,,0,0%,0,
QM 2915,CONJUNTO SILENCIADOR SPF744,SLB,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,0,0,,,,,,,,,,,,,,,,,,,,,1,,,0,0%,0,
QM 2916,CONJUNTO SILENCIADOR SPF745,SLB,0,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,00/01/1900,"No se van a entregar aparentemente, queda p/ stock",0,,,,,,,,,,,,,,,,,,,,,1,,,0,0%,0,
QM 2917,CONJUNTO SILENCIADOR SPF746,SLB,0,00/01/1900,00/01/1900,00/01/1900,0,Próximo a entregar,0,,00/01/1900,0,0,00/01/1900,00/01/1900,"No se van a entregar aparentemente, queda p/ stock",0,,,,,,,,,,,,,,,,,,,,,1,,,0,0%,0,
QM 2918,SILENCIADOR QSK50,TENARIS,0,00/01/1900,15/12/2024,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,21/11/2024,0,0,,,0,0,0,0,0,,0,259,0,0,0,259,0,110,0,0,0,110,1,,-24,0,0%,0,
QM 2919,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,0,Agustín Bereilh,00/01/1900,25/04/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,29/04/2025,Entrega con 2853,0,08/04/2025,#¡REF!,0,0,0,0,0,,572,0,245,149,0,965,37,0,5,78,0,120,1,,4,0,0%,0,
QM 2920,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,0,Agustín Bereilh,00/01/1900,14/02/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,21/02/2025,Entrega con 2823,0,16/01/2025,21/04/2025,,,,,,,,,,,,,,,,,,,1,,7,0,0%,0,
QM 2921,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,0,Agustín Bereilh,00/01/1900,08/02/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,21/02/2025,Entrega con 2822,0,16/01/2025,21/04/2025,,,,,,,,,,,,,,,,,,,1,,13,0,0%,0,
QM 2922,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,0,Agustín Bereilh,00/01/1900,25/04/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,02/05/2025,Entrega con 2854,0,16/01/2025,15/05/2025,,,,,,,,,,,,,,,,,,,1,,7,0,0%,0,
QM 2923,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,SLB,Agustín Bereilh,00/01/1900,15/02/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,25/02/2025,Venta,0,16/01/2025,15/05/2025,,,,,,,,,,,,,,,,,,,1,,10,0,0%,0,
QM 2924,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,0,Agustín Bereilh,00/01/1900,11/04/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,15/04/2025,Entrega con ODS 1343,0,,,,,,,,,,,,,,,,,,,,,1,,4,0,0%,0,
QM 2925,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,SLB,Agustín Bereilh,00/01/1900,22/02/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,25/02/2025,Venta,0,,,,,,,,,,,,,,,,,,,,,1,,3,0,0%,0,
QM 2926,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,SLB,Agustín Bereilh,00/01/1900,18/04/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,12/06/2025,Entrega con ODS 1342,0,,,,,,,,,,,,,,,,,,,,,1,,55,0,0%,0,
QM 2927,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,0,Agustín Bereilh,00/01/1900,04/04/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,11/04/2025,Entrega con 2851,0,,,,,,,,,,,,,,,,,,,,,1,,7,0,0%,0,
QM 2928,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,SLB,Agustín Bereilh,00/01/1900,28/03/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,20/05/2025,ODS 1341,0,,,,,,,,,,,,,,,,,,,,,1,,53,0,0%,0,
QM 2929,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,SLB,Agustín Bereilh,00/01/1900,01/04/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,12/02/2025,VENTA SLB,0,,,,,,,,,,,,,,,,,,,,,1,,-48,0,0%,0,
QM 2930,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,SLB,Agustín Bereilh,00/01/1900,01/04/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,12/02/2025,VENTA SLB,0,,,,,,,,,,,,,,,,,,,,,1,,-48,0,0%,0,
QM 2931,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,SLB,Agustín Bereilh,00/01/1900,05/03/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,12/02/2025,VENTA SLB,0,,,,,,,,,,,,,,,,,,,,,1,,-21,0,0%,0,
QM 2932,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,SLB,Agustín Bereilh,00/01/1900,15/04/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,12/02/2025,VENTA SLB,0,,,,,,,,,,,,,,,,,,,,,1,,-62,0,0%,0,
QM 2933,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,0,Agustín Bereilh,00/01/1900,02/05/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,24/05/2025,Entrega con 2856,0,,,,,,,,,,,,,,,,,,,,,1,,22,0,0%,0,
QM 2934,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,0,Agustín Bereilh,00/01/1900,01/05/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,11/03/2025,Entrega con ODS 1340,0,,,,,,,,,,,,,,,,,,,,,1,,-51,0,0%,0,
QM 2935,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,0,Agustín Bereilh,00/01/1900,04/04/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,11/04/2025,Entrega con 2852,0,,,,,,,,,,,,,,,,,,,,,1,,7,0,0%,0,
QM 2936,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,0,Agustín Bereilh,00/01/1900,02/05/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,19/05/2025,Entrega con 2855,0,,,,,,,,,,,,,,,,,,,,,1,,17,0,0%,0,
QM 2937,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,0,Agustín Bereilh,00/01/1900,22/02/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,22/03/2025,Entrega con ODS 1344,0,,,,,,,,,,,,,,,,,,,,,1,,28,0,0%,0,
QM 2938,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,0,Agustín Bereilh,00/01/1900,15/05/2025,00/01/1900,0,Entregado,0,,00/01/1900,0,0,00/01/1900,18/06/2025,Entrega con ODS 2755,0,,,,,,,,,,,,,,,,,,,,,1,,34,0,0%,0,
QM 2939,FRAC PUMP 2500 HP-QSK50-TA8091-QWS 2500,ZMC,Facundo Fernández,09/07/2025,09/07/2025,28/4/2025; 09/06/2025; 13/06/2025; 25/06/2025,Cliente no define;Retraso de componentes comex externo,Entregado,0,,02/06/2025,45775,Demora en definición de diseño,24/07/2025,21/08/2025,0,160,,,1120,300,350,600,280,2650,894,186,272,739,311,2402,63,3,5,57,35,162,3,90.6%,115,0,0%,0,
QM 2940,FRAC PUMP 2500 HP-QSK50-TA8091-QWS 2500,CALFRAC,Facundo Fernández,26/09/2025,31/10/2025,28/4/2025; 20/06/2025; 30/06/2025; 15/08/2025; 29/08/2025,Cliente no entrega componentes a tiempo;Retraso de componentes comex externo;Cliente no entrega componentes a tiempo;Demora coordinación de despacho,Entregado,0,,29/08/2025,45821,"Cronograma previo a PO. El cliente se compromete a entregar componentes para cumplir con estas fechas, el cronograma se arma en base a estas condiciones",07/10/2025,14/11/2025,0,160,,,1000,500,250,700,250,2700,834,230,219,982,205,2470,42,19,2,108,24,194,3,91.5%,200,0,0%,0,
QM 2941,FRAC PUMP 2500 HP-QSK50-TA8091-QWS 2500,CALFRAC,Facundo Fernández,27/11/2025,27/11/2025,16/5/2025; 20/06/2025; 30/06/2025; 15/08/2025; 29/08/2025; 18/09/2025; 03/11/2025,Cliente no entrega componentes a tiempo;Cliente no entrega componentes a tiempo;Falta capacidad bahia,Entregado,0,01/12/2025,26/01/2026,27/06/2025; 29/08/2025,"Cronograma previo a PO. El cliente se compromete a entregar componentes para cumplir con estas fechas, el cronograma se arma en base a estas condiciones. Cliente pide equipo con kit dual gas, y componentes demoran 90 días",06/11/2025,10/12/2025,0,160,,,1000,500,250,700,250,2700,833,159,210,756,174,2132,42,16,8,84,9,159,3,78.9%,208,0,0%,0,
QM 2943,FRAC PUMP - CAT 2500 HP TIER IV DGB - CAT TH55 E90 - QWS2500 EXL,TENARIS,Damián Dagraca,08/08/2025,08/08/2025,2/5/2025; 30/05/2025; 25/06/2025; 17/07/2025; 28/07/2025,Demora PO cliente;Retraso de componentes comex externo;Retraso de componentes comex externo,Entregado,0,,02/05/2025,0,0,02/09/2025,17/10/2025,0,120,,,1000,500,250,700,250,2700,1020,243,265,1206,471,3205,105,60,25,121,189,499,3,118.7%,168,0,0%,0,
QM 2944,FRAC PUMP - CAT 2500 HP TIER IV DGB - CAT TH55 E90 - QWS2500 EXL,TENARIS,Damián Dagraca,15/08/2025,15/08/2025,2/5/2025; 30/05/2025; 25/06/2025; 17/07/2025; 28/09/2025,Demora PO cliente;Retraso de componentes comex externo;Retraso de componentes comex externo,Entregado,0,,02/05/2025,0,0,19/08/2025,17/10/2025,0,120,,,1000,500,250,700,250,2700,1013,172,285,1012,393,2874,67,21,23,130,136,377,3,106.5%,168,0,0%,0,
QM 2945,FRAC PUMP - CAT 2500 HP TIER IV DGB - CAT TH55 E90 - QWS2500 EXL,TENARIS,Damián Dagraca,22/08/2025,07/11/2025,16/5/2025; 06/06/2025; 01/07/2025; 23/07/2025; 04/08/2025,Demora PO cliente; Retraso de componentes comex externo; Retraso de componentes comex externo,Entregado,0,,16/05/2025,0,0,30/08/2025,11/11/2025,0,120,,,1000,500,250,700,250,2700,993,169,235,738,346,2480,57,17,1,98,92,265,3,91.9%,179,0,0%,0,
QM 2946,FRAC PUMP - CAT 2500 HP TIER IV DGB - CAT TH55 E90 - QWS2500 EXL,TENARIS,Damián Dagraca,15/08/2025,07/11/2025,16/5/2025; 06/06/2025; 01/07/2025; 23/07/2025; 04/08/2025,Demora PO cliente;Retraso de componentes comex externo;Retraso de componentes comex externo,Entregado,0,,16/05/2025,0,0,27/08/2025,22/10/2025,0,120,,,1000,500,250,700,250,2700,912,165,206,1097,343,2723,51,25,17,189,89,370,3,100.9%,159,0,0%,0,
QM 2947,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,SLB,Agustín Bereilh,00/01/1900,30/05/2025,00/01/1900,0,Entregado,0,,30/05/2025,0,0,00/01/1900,24/06/2025,VENTA SLB,0,,,0,0,0,0,0,,1301,0,497,555,0,2353,18,0,21,60,0,99,1,,25,0,0%,0,
QM 2948,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,0,Agustín Bereilh,00/01/1900,30/05/2025,00/01/1900,0,Entregado,0,,30/05/2025,0,0,00/01/1900,24/06/2025,VENTA SLB,0,,,,,,,,,,,,,,,,,,,,,1,,25,0,0%,0,
QM 2949,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,0,Agustín Bereilh,00/01/1900,30/05/2025,00/01/1900,0,Entregado,0,,30/05/2025,0,0,00/01/1900,24/06/2025,VENTA SLB,0,,,,,,,,,,,,,,,,,,,,,1,,25,0,0%,0,
QM 2950,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,SLB,Agustín Bereilh,00/01/1900,30/05/2025,00/01/1900,0,Entregado,0,,30/05/2025,0,0,00/01/1900,24/06/2025,VENTA SLB,0,,,,,,,,,,,,,,,,,,,,,1,,25,0,0%,0,
QM 2951,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,SLB,Agustín Bereilh,00/01/1900,30/05/2025,00/01/1900,0,Entregado,0,,30/05/2025,0,0,00/01/1900,24/06/2025,VENTA SLB,0,,,,,,,,,,,,,,,,,,,,,1,,25,0,0%,0,
QM 2952,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,0,Agustín Bereilh,00/01/1900,30/05/2025,00/01/1900,0,Entregado,0,,30/05/2025,0,0,00/01/1900,24/06/2025,VENTA SLB,0,,,,,,,,,,,,,,,,,,,,,1,,25,0,0%,0,
QM 2953,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,0,Agustín Bereilh,00/01/1900,30/05/2025,00/01/1900,0,Entregado,0,,30/05/2025,0,0,00/01/1900,30/05/2025,VENTA SLB,0,,,,,,,,,,,,,,,,,,,,,1,,0,0,0%,0,
QM 2954,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,SLB,Agustín Bereilh,00/01/1900,30/05/2025,00/01/1900,0,Entregado,0,,30/05/2025,0,0,00/01/1900,30/05/2025,VENTA SLB,0,,,,,,,,,,,,,,,,,,,,,1,,0,0,0%,0,
QM 2955,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,SLB,Agustín Bereilh,00/01/1900,30/05/2025,00/01/1900,0,Entregado,0,,30/05/2025,0,0,00/01/1900,30/05/2025,VENTA SLB,0,,,,,,,,,,,,,,,,,,,,,1,,0,0,0%,0,
QM 2956,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,SLB,Agustín Bereilh,00/01/1900,30/05/2025,00/01/1900,0,Entregado,0,,30/05/2025,0,0,00/01/1900,30/05/2025,VENTA SLB,0,,,,,,,,,,,,,,,,,,,,,1,,0,0,0%,0,
QM 2957,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,SLB,Agustín Bereilh,00/01/1900,30/05/2025,00/01/1900,0,Entregado,0,,30/05/2025,0,0,00/01/1900,30/05/2025,VENTA SLB,0,,,,,,,,,,,,,,,,,,,,,1,,0,0,0%,0,
QM 2958,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,SLB,Agustín Bereilh,00/01/1900,30/05/2025,00/01/1900,0,Entregado,0,,30/05/2025,0,0,00/01/1900,30/05/2025,VENTA SLB,0,,,,,,,,,,,,,,,,,,,,,1,,0,0,0%,0,
QM 2959,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,SLB,Agustín Bereilh,00/01/1900,30/05/2025,00/01/1900,0,Entregado,0,,30/05/2025,0,0,00/01/1900,30/05/2025,VENTA SLB,0,,,,,,,,,,,,,,,,,,,,,1,,0,0,0%,0,
QM 2960,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,SLB,Agustín Bereilh,00/01/1900,30/05/2025,00/01/1900,0,Entregado,0,,30/05/2025,0,0,00/01/1900,30/05/2025,VENTA SLB,0,,,,,,,,,,,,,,,,,,,,,1,,0,0,0%,0,
QM 2961,GRUA TIPO BANDERA 280Kgs MODELO QM-G280 GEN3,SLB,Agustín Bereilh,00/01/1900,00/01/1900,00/01/1900,0,Entregado,0,,30/05/2025,0,0,00/01/1900,30/05/2025,VENTA SLB,0,,,,,,,,,,,,,,,,,,,,,1,,,0,0%,0,
